,0
3307,받자마자 스킨 사용했는데 쑥 향도 좋고 촉촉하고좋아요폼크리징도 하나 더 잘 받았어요 잘 쓸게요
3308,부담 없이 쓸 수 있고 트러블도 없고 향도 좋아요 재주문해서 쓰고 있어요
3309,두 번째 구매예요 닦토로 막 쓰기 좋은데 트러블 전혀 없고 좋았습니다
3310,벌써 통째 쓰고 있는 제품입니다 촉촉함도 너무 좋고 용량도 너무 많아 듬뿍듬뿍 쓰니 더 좋네요 거기다 착한 가격까지
3311,향도 좋고 대용 냥이라 겨울철 건조한 날씨에 듬뿍듬뿍 바르니  피부가 윤기 좌르르  촉촉 좋아요
3312,울긋불긋 한 뾰루지가 이틀 만에 진정되었어요  인생 템으로 결정
3313,향도 무난하고 용량이 크아 화장솜에 듬뿍 묻혀 잘 쓰고 있어요
3314,용량이 넉넉해서  아침저녁으로  데일리용으로 충분히 써서 촉촉한 피부를 유지할 수 있겠어요
3315,두 번째 구매해서  써고 있어요   대용량이라   촉촉하니  좋아요
3316,향도 괜찮고 저는 아주 만족합니다 용량도 많아서 미스트로 사용하면서 샤워하고 몸에도 뿌려서 사용하기 좋아요
3317,배송이 빨랐고요 구성비 용량도 많아요 폼클렌징까지
3318,그냥 닦토로 썼어요 수분감은 정말 제로고요 바르고 나면 겁나 당기는데 닦토로는 청량감 느껴져서 썼습니다
3319,양도 좋고 향도 좋아요  다음에 또 구매할게요
3320,용량은 많아서 넉넉하게 쓰기는 좋은데 생각보다 바르고 나면 완전히 흡수되지 않는 점은 있는 거 같습니다 스킨팩이나 저처럼 스킨을 몇 번 바르시는 분들이 마음 놓고 쓰기 좋은 제품인 거 같아요
3321,배송빠릅니다닦토로맘껏쓰려고할때구매했어요쑥토너랑쑥향이진하려나했었는데생각보다시원한민트향이에요닦토나스킨팩으로쓰기좋을것같아요추천합니다
3322,두 번째 구매입니다 첨에 두로 다 쓰고 다른 거 쓰니 뭐가 나서 바로 이걸루 갈아탔어요 향도 조코 촉촉하니 너무 좋습니다
3323,후기 좋아서 보고 구매했는데 아직까진 크게 이상 없고 건조함은 있지만 깔끔해진 기분은 좋다
3324,번째 주문해서 쓰고 있는데 토너만 써도 촉촉하고 윤기가 나 요가 성비 최고예요
3325,화장솜에 묻히려고 하면 용기가 커서  들기 들어요 양이 많아서 오래 쓰겠어
3326,재구매에요 양이 많아서 넉넉하게 쓸 수 있긴 한데 예전엔 폼클렌징도 같이 주셨는데 이번엔 없네요 폼클렌징이 진짜 좋은데 그래도 만족해요
3327,엄청난 용량에 별 드립니다  세안 후 토너로 듬뿍 정리정돈할 수 있을 거 같아요
3328,배송도 빠르고 사은품으로 클렌징 폼 준 것도 좋았고 토너 바르고 로션 바르면 착착 달라붙는 것 같아서 좋은 거 같아요
3329,피부 진정과 각질제거에 효과가 있길 바라며 아직까지는 너무 잘 쓰고 있어요
3330,무난하게 사용 가능해요 용량 혜자라서 팍팍 써도 부담 없고 아주 좋아요
3331,너무 좋아요 냄새가 일단 너무 합격점 사은품으로도 온 폼클렌징도 너무 좋아요
3332,정말 막강 용량입니다 푸짐하네요 훼이셜 폼까지 잘 쓸게요 은은한 쑥 향이 나는 게 기대되네요
3333,굉장히 순해요 약쑥 토너라 그런 지 확실히 토너 말고도 로션이나 수분크림도 있으면 좋겠네요
3334,스킨 사면서 같이 구매했어요 자극적이지 않고 무난해요
3335,조금 화끈거리는 건 있는데 며칠 지나면 괜찮아지겠죠 향이 많이 진하지 않아서 괜찮네요
3336,저렴하게 구매해서 좋습니다 삼일 사용했는데 트러블 없어요 무난하게 잘 쓸 거 같아요
3337,아직 안 써봤지만 성분 좋고 냄새 좋으니 잘 쓸게요
3338, 구성에 효과도 나름 괜찮고 잘 쓰겠습니다
3339,정말 좋아요 배송 빠르고  포장도 잘 돼서 왔어요 짐승 용량에 성분도 좋고 뾰루지가 잠잠해졌네요 이벤트까지 너무 좋아요 향도 진하지 않고 순하고 흡수 잘 됩니다
3340,민감성에 붉은 기도 좀 있고 트러블이 자주 올라오는 피부인데 마침 뾰루지 올라온 곳도 있고 해서 세수 싹 하고 화장솜에 적셔서 피부 결 정리정돈 좀 해주고 보습크림 바르니 다음날 많이 가라앉았어요 
3341,늘 사용한  제품 가격 품질 다 만족해  재구매해 사용하고 있습니다
3342,요즘 트러블 일어나고 건조한 거 같아서 주문했는데 생각 이상으로 나무 좋아요 지금 일주일 정도 쓰는 거 같은데 피부 결도 한결 나아진 거 같고 트러블도 진정됐어요 강추합니다 아
3343,가격 대비 좋아요 저렴한 가격에 좋은 제품 구매해서 너무 좋아요 향도 순하고 얼굴에 잘 맞아요 촉촉하고 요 굿
3344,좋아요 한번 주문해서 써봤는데 향도 너무 좋고 자극적이지 않아서 재구매 했습니다 앞으로도 또 구매의향 있어요
3345,너무 잘 쓰고 있어요 대용량 토너 자극적이지 않아서 팍팍 쓰는데도 잘 안 줄어드네요 다 쓰면 재구매 의사 있어요 저도 상품평이 좋아서 샀습니다
3346,닦아내는 스킨으로 굿 싸게 잘 샀어요 폼클렌징까지 감사합니다 잘 쓸게요
3347,구성비 갑이고요 위메프에서 파는 저렴의 토너들보다는 더 좋네요
3348,만족해요 사용 중인데 자극도 없고 용량도 대박이네요
3349,저렴하고 순하고 각질제거된다기에 샀어요 써보고 효과 있음 담에 또 구매할게요
3350,구성비 만족 각질도 정리됩니다
3351,무난한 것 같습니다 그런데 저는 냄새가 별로네요 그래도 이 가격에 이 정도 양이면 괜찮습니다
3352, 냄새도 좋고 양도 많아요 진정 효과까진 잘 모르겠지만 좋은 것 같아서 재구매했어요 많이 파세요
3353,물 타입 토너 짐승 용량이라 팩 용으로 쓰기 좋을 거 같아요 첨에는 약간 따가웠는데 두 번째 쓸 때부터는 괜찮았어요 촉촉해요
3354,저렴한 가격에 잘 구매했습니다 양이 많아 한동은 잘 쓸 거 같아요 촉촉하면서도 매끈하게 잘 닦이는 토너라 마음에 들어요
3355,이 가격에 대단한 걸 기대하는 것도 아니고  그냥 트러블만 안 생기면 감지덕지 
3356,구성비 너무 좋은 토너입니다 화장솜에 톡톡해서 볼에 붙이고 있음 정말 좋아요
3357,너무 좋아요 스슷스스슷
3358,그 티 
3359,대박 저렴한 가격에 놀라고 순해서 더 놀랐어요 토너는 많이 쓰고 있는데 양도 많아서 너무 좋네요
3360,재구매해서 쓰는데요 향기도 은은하고 부담 없이 사용하기 좋아요
3361,대용량이고 무난해서 가족 다 같이 사용하기에 좋은 것 같습니가
3362,듦       쇰 댁
3363,수정 수정 화장할 때도 좋고 향도 강하지 않고 가격도 저렴하고 계속 재구매 하게 되는 스킨입니다 좋습니다 
3364,가격 대비 좋습니다 이니 더 좋네요 
3365,받자마자 바로 썼는데 다음 날에 트러블 났어요  따갑기도 따갑고 
3366,물처럼 촉촉하고 끈적임도 없어서 저는 좋아요 가격도 저렴하고요
3367,착한 가격에 풍성한 용량 클렌징 폼 덤까지 너무너무 만족이에요
3368,냄새가 나쁜 냄새는 아닌데 향이 되게 강해요 그거 말고는 좋아요
3369,맘에 쏙 들어요 사은품도 주시고 감사합니다가 성비 최고네요 맘에 쏙 들어요
3370,만족 재구매입니다 싸고 양  많고 자극 없고 짱입니다 저번에는  클렌징 폼도 받아서 아직도 잘 쓰고 있답니다 감사합니다
3371,약쑥 향리 강할 거 같았는데 허브라 그런지 레몬그라스 향이 나서 정말 좋아요 화장솜에 부을 때 왕창 나오는데 좀  단점이기 한데 재구매할 거 같아요 효능은 아직 잘 모르겠어요
3372,향도 좋고 적당한 보습도 좋고 있고 좋은 제품입니다
3373,너무 만족스러워요 아직 써보진 않았습니다만 한편으론 길거리에 널린 화장품 집들이 얼마나 많이 남겨 먹나 그런 생각이 드네요 감사합니다
3374,늘 쓰는 거 싸고딱토로최고에용필링제도나름좋네요이가격에이구성이면 남는 거 있나요 여하튼 최고네요 피부가 좋아지는 건도 모르겠으나 언젠가 바르면 좋아지겠죠
3375,재구매입니다마는 이 제품 너무 좋습니다 싸고 많고 자극 별로 없는 것 같고 막 쓰기 딱 좋은 것 같아요 저번 구매  찾아서 재주문 했어요
3376,빠른 배송 감사합니다 질 좋아 보여요 향이 상큼하내요약냄새 날줄알앗어요
3377,용량 커서 듬뿍  맘 놓고 쓰고 있고 가볍게 발려서 지성피부에게 딱 좋습니다
3378,빠른 배송 감사합니다 가격 저렴하고 후기 좋아서 구매했습니다 오자마자 사용했는데 순한 거 같긴 해요 아직 한 번밖에 사용해서 각질제거가 잘 되는지는 모르겠지만 효과 기대할게요
3379,   댁   쎄 쇠  
3380,좋아요 향도 좋고 용량도 커서 엄마와 나눠서 사용하고 있어요 좋네요 저는 냉장고에 넣어두고 미스트처럼 사용하고 있답니다
3381,듬낫 쇰
3382,좋아요 약쑥 냄새나 줄 알았는데 의외로 향기가 산뜻하니 좋아요  효과도 좋았으면 좋겠네요 잘 받았습니다
3383,양이 많아서 맘껏 쓸 수 있어요 남편도 좋다네요
3384,항상 쓸 때마다 만족합니다 촉촉하고 매일매일 각질제거하는 느낌이에요
3385,두 번째  구매입니다 양도  많고  배송도  빨라요 두 번째  구매입니다 항상  만족하며  쓰고  있어요
3386,상품평이 좋아서 샀는데 제 피부랑 안 맞네요 일주일 정도 써봤는데 바르면 얼굴이 화끈거림과 따가움이 느껴지고 얼굴 빨개지고 피지 엄청나게 올라와요 뾰루지까지 몇 개 생겨서 더 쓰다간 얼굴 망가질 거 같아요
3387,아직 사용해보진 않았지만에 가격도 착하고 할인받아서 잘 산 것 같아요 거기다 폼까지 보내주셨네요 자연 약쑥이라 주문해봤는데 좋으면 재주문할게요
3388, 군햐서 좋아요 영도 많기 수놰서 좋아요 펃퍽발랃 되고 눈도 안 따가워요 재구마할기영망이파세뇨
3389,좋아요 향도 레몬향이 은은히 나고 수 부지 피부가 쓰기에 딱인 것 같다 대용량에 가격도 구성비 갑이라 오래 쓸 수 있어 좋다
3390,배송은 느렸지만 제품은 좋네요 근데 하나가 뚜껑이 깨져서 왔어요
3391,배송 빠르고 좋아요 스킨은 아직 써보지는 않았지만 좋을 거 같고 같이 온 폼클렌징도 좋을 거 같네요 
3392,기대 처음 구입해  써본답니다가 성비  갑이길 바라요 좋은 제품  저렴한 가격으로 감사합니다
3393,좋아요 후기가 엄청 많아서 기대했는데 받아보니 레몬향도 나고 순하네요 닦아내는 용으로 구매했는데 안성맞춤이에요
3394,양이 많아요 쑥 향도 진하지 않아서 좋아요
3395,좋아요 토너가 마침 필요하고 저렴하길래 구매했는데 세안 후 닦아내기에 좋게 되어있습니다 자주 사용하고 있어요
3396,오랜만에 재구매해요 그냥 닦토로 쓰거나 화장 전 분팩으로 써요 구성비는 진짜 좋은 듯 근데 조금 따갑다 갑 해요 근데 뭐 올라오는 건 없는 거 같아서
3397,빠른 배송이 마음에 듭니다 사용해보니 향도 산뜻하네요 여름철에 사용하기에 좋을 것 같아요 대용량이어서 수시로 사용하기에도 좋겠어요 좋은 구매로 만족해요
3398,약간  따가움 증상 있는데 아직까진 트러블 없고 파데도 잘 받아요
3399,토너를 많이 쓰는데 저렴하고 대용량이라 좋고 쑥 향기도 좋네요
3400,용량만 아서 좋고 피부 진정에 도움 돼서 좋아요
3401,약산성이라니 아직 한 번밖에 사용해보지 못했어요 그래도 워낙 젛은 허브들이 많이 들어 있더라고요 약산성이니 더 좋네요
3402,잘 받았습니다 아직 쓰고 있는 스킨을 다 사용하지 않아 사용하진 않았지만   좋길 기대합니다 배송 잘 받았습니다
3403,만족합니다 개인적을 향이 괜찮아요
3404,짱도 항요 용량이 엄청난데 가격은 저렴 하서 좋아요 아직 사용 전이지만 좋다는  평이 많아서 기대돱나더 오늘 바로 사용해 재봉 거 이 옹 건조한 날씨지만 피부는 촉 독하기
3405,오 잘 쓰고 있어요 개 구매했는데 싸기도 싸고 진정 효과도 있어요 화장솜에 적셔서 뾰루지 난 곳에 올려두면 뾰루지가 가라앉더라고요 민감성 피부는 아닌데 제가 수분이 졷 부족한 피부라 
3406,싸게 잘 구입했습니다 향 좋고 촉촉하고 각질제거되고 무엇보다 양이 많아 좋아요 닥터용으로 딱
3407,좋아요 용량도 많고 가벼워서 매일매일 쓰기 너무 좋네요 여기에 오일을 섞어 닦토처럼 바닊니까 부담도 없어요
3408,양도 많고 생각보다 쑥 냄새 독하지 않고 은은해요 아들 아빠랑 함께 사용합니다
3409,재구매 했습니다 닥터로 사용하고 있는데 용량도 많고 저렴해서 좋은데 이번엔 사은품은 없어서 좀 아쉽습니다 많이 파세요
3410,순하고 시원해요 쑥 향이 은은하게 나고 용량이 커서 아낌없이 바릅니다
3411,순해서 자극적이지 않고 좋아요 한 개 더 받으니 여유 있게 쓸 수 있겠네요
3412,다른 사이트에서 구입해서 써보고 좋아서 여기서 재구매했어요 아주 순하고 용량도 많아서 최고예요
3413,크림도 좋네요 끈적이지 않고 보습도 괜찮고 딱 요때 쓰면 좋은 거 같아요
3414,다른 수분크림과는 다르게 쫀쫀한 감이 좋네요 만족해요
3415,트러블 없고 트러블 없고 향기 좋습니다 쑥향통 구입해서 넉넉하게 사용하고 있습니다다 쓴 후 재구매 의사 있습니다
3416,약쑥이라는데   비타민 냄새가  강하게  나네요  불쾌한 냄새가 아니고 강한 비타민 냄새 쓰여있는 거랑 달라서  좀 이상했다는 좋은 거 같아 요배송 빠르고
3417,양도 많고 좋아요 만족합니다
3418,양도 많고 좋아요 만족합니다
3419,구성비 완전 정말 좋아요 용량   개 좋아요
